Rk,Player,Player_URL,Season,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
15.0,Trae Young,https://www.basketball-reference.com/players/y/youngtr01.html,2021,22.0,ATL,PG,63.0,63.0,33.7,7.7,17.7,0.438,2.2,6.3,0.343,5.6,11.3,0.491,0.499,7.7,8.7,0.886,0.6,3.3,3.9,9.4,0.8,0.2,4.1,1.8,25.3,
16.0,De'Aaron Fox,https://www.basketball-reference.com/players/f/foxde01.html,2021,23.0,SAC,PG,58.0,58.0,35.1,9.1,19.1,0.477,1.8,5.5,0.322,7.3,13.6,0.539,0.523,5.2,7.2,0.719,0.6,2.9,3.5,7.2,1.5,0.5,3.0,2.9,25.2,
17.0,LeBron James,https://www.basketball-reference.com/players/j/jamesle01.html,2021,36.0,LAL,PG,45.0,45.0,33.4,9.4,18.3,0.513,2.3,6.3,0.365,7.1,12.0,0.591,0.576,4.0,5.7,0.698,0.6,7.0,7.7,7.8,1.1,0.6,3.7,1.6,25.0,"MVP-13,AS,NBA2"
18.0,Kawhi Leonard,https://www.basketball-reference.com/players/l/leonaka01.html,2021,29.0,LAC,SF,52.0,52.0,34.1,8.9,17.5,0.512,1.9,4.9,0.398,7.0,12.6,0.557,0.568,5.0,5.7,0.885,1.1,5.4,6.5,5.2,1.6,0.4,2.0,1.6,24.8,"MVP-13,AS,NBA1,DEF2"
19.0,Karl-Anthony Towns,https://www.basketball-reference.com/players/t/townska01.html,2021,25.0,MIN,C,50.0,50.0,33.8,8.5,17.5,0.486,2.4,6.3,0.387,6.1,11.2,0.541,0.555,5.3,6.2,0.859,2.7,7.9,10.6,4.5,0.8,1.1,3.2,3.7,24.8,
20.0,Jaylen Brown,https://www.basketball-reference.com/players/b/brownja02.html,2021,24.0,BOS,SG,58.0,58.0,34.5,9.3,19.2,0.484,2.8,7.1,0.397,6.5,12.1,0.536,0.558,3.3,4.3,0.764,1.2,4.8,6.0,3.4,1.2,0.6,2.7,2.9,24.7,AS
21.0,James Harden,https://www.basketball-reference.com/players/h/hardeja01.html,2021,31.0,2TM,PG,44.0,43.0,36.6,7.8,16.7,0.466,2.8,7.6,0.362,5.0,9.1,0.553,0.548,6.3,7.3,0.861,0.8,7.1,7.9,10.8,1.2,0.8,4.0,2.3,24.6,"MVP-13,AS"
21.0,James Harden,https://www.basketball-reference.com/players/h/hardeja01.html,2021,31.0,HOU,PG,8.0,8.0,36.3,7.5,16.9,0.444,3.1,9.0,0.347,4.4,7.9,0.556,0.537,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8,
21.0,James Harden,https://www.basketball-reference.com/players/h/hardeja01.html,2021,31.0,BRK,PG,36.0,35.0,36.6,7.8,16.6,0.471,2.7,7.3,0.366,5.2,9.4,0.552,0.551,6.3,7.3,0.856,0.8,7.7,8.5,10.9,1.3,0.8,4.0,2.4,24.6,
22.0,Collin Sexton,https://www.basketball-reference.com/players/s/sextoco01.html,2021,22.0,CLE,SG,60.0,60.0,35.3,8.8,18.4,0.475,1.6,4.4,0.371,7.1,14.0,0.508,0.519,5.2,6.4,0.815,1.0,2.2,3.1,4.4,1.0,0.2,2.8,2.6,24.3,
23.0,Julius Randle,https://www.basketball-reference.com/players/r/randlju01.html,2021,26.0,NYK,PF,71.0,71.0,37.6,8.5,18.6,0.456,2.3,5.5,0.411,6.2,13.1,0.474,0.516,4.9,6.0,0.811,1.2,9.0,10.2,6.0,0.9,0.3,3.4,3.2,24.1,"MVP-8,MIP-1,AS,NBA2"
24.0,Brandon Ingram,https://www.basketball-reference.com/players/i/ingrabr01.html,2021,23.0,NOP,SF,61.0,61.0,34.3,8.4,18.0,0.466,2.3,6.1,0.381,6.1,11.9,0.51,0.531,4.6,5.2,0.878,0.6,4.3,4.9,4.9,0.7,0.6,2.5,2.0,23.8,
25.0,Shai Gilgeous-Alexander,https://www.basketball-reference.com/players/g/gilgesh01.html,2021,22.0,OKC,SG,35.0,35.0,33.7,8.2,16.1,0.508,2.0,4.9,0.418,6.2,11.3,0.547,0.571,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,2.0,23.7,
26.0,Nikola Vučević,https://www.basketball-reference.com/players/v/vucevni01.html,2021,30.0,2TM,C,70.0,70.0,33.5,9.5,19.9,0.477,2.5,6.3,0.4,7.0,13.7,0.513,0.54,1.9,2.2,0.84,2.1,9.6,11.7,3.8,0.9,0.7,1.8,2.0,23.4,AS
26.0,Nikola Vučević,https://www.basketball-reference.com/players/v/vucevni01.html,2021,30.0,ORL,C,44.0,44.0,34.1,9.9,20.6,0.48,2.7,6.5,0.406,7.3,14.1,0.515,0.545,2.1,2.5,0.827,2.0,9.8,11.8,3.8,1.0,0.6,1.9,1.8,24.5,
26.0,Nikola Vučević,https://www.basketball-reference.com/players/v/vucevni01.html,2021,30.0,CHI,C,26.0,26.0,32.6,8.8,18.8,0.471,2.3,5.8,0.388,6.6,12.9,0.509,0.532,1.5,1.8,0.87,2.3,9.3,11.5,3.9,0.9,0.8,1.7,2.2,21.5,
27.0,Paul George,https://www.basketball-reference.com/players/g/georgpa01.html,2021,30.0,LAC,SF,54.0,54.0,33.7,8.2,17.6,0.467,3.2,7.7,0.411,5.1,9.9,0.51,0.557,3.7,4.2,0.868,0.8,5.8,6.6,5.2,1.1,0.4,3.3,2.4,23.3,"AS,NBA3"
28.0,CJ McCollum,https://www.basketball-reference.com/players/m/mccolcj01.html,2021,29.0,POR,SG,47.0,47.0,34.0,8.6,18.8,0.458,3.6,8.9,0.402,5.0,9.9,0.509,0.554,2.3,2.8,0.812,0.6,3.3,3.9,4.7,0.9,0.4,1.4,1.9,23.1,
29.0,Jerami Grant,https://www.basketball-reference.com/players/g/grantje01.html,2021,26.0,DET,SF,54.0,54.0,33.9,7.4,17.3,0.429,2.1,6.1,0.35,5.3,11.2,0.473,0.491,5.4,6.4,0.845,0.6,4.0,4.6,2.8,0.6,1.1,2.0,2.3,22.3,
30.0,Russell Westbrook,https://www.basketball-reference.com/players/w/westbru01.html,2021,32.0,WAS,PG,65.0,65.0,36.4,8.4,19.0,0.439,1.3,4.2,0.315,7.0,14.8,0.475,0.474,4.2,6.4,0.656,1.7,9.9,11.5,11.7,1.4,0.4,4.8,2.9,22.2,MVP-11
31.0,Anthony Davis,https://www.basketball-reference.com/players/d/davisan02.html,2021,27.0,LAL,PF,36.0,36.0,32.3,8.4,17.0,0.491,0.7,2.8,0.26,7.6,14.3,0.536,0.512,4.4,5.9,0.738,1.7,6.2,7.9,3.1,1.3,1.6,2.1,1.7,21.8,AS
32.0,DeMar DeRozan,https://www.basketball-reference.com/players/d/derozde01.html,2021,31.0,SAS,PF,61.0,61.0,33.7,7.5,15.1,0.495,0.3,1.2,0.257,7.1,13.9,0.515,0.505,6.3,7.2,0.88,0.7,3.6,4.2,6.9,0.9,0.2,2.0,2.1,21.6,
33.0,Jimmy Butler,https://www.basketball-reference.com/players/b/butleji01.html,2021,31.0,MIA,SF,52.0,52.0,33.6,7.0,14.2,0.497,0.5,2.0,0.245,6.6,12.2,0.538,0.514,6.9,8.0,0.863,1.8,5.1,6.9,7.1,2.1,0.3,2.1,1.4,21.5,"DPOY-10,NBA3,DEF2"
34.0,Pascal Siakam,https://www.basketball-reference.com/players/s/siakapa01.html,2021,26.0,TOR,PF,56.0,56.0,35.8,7.8,17.2,0.455,1.3,4.4,0.297,6.5,12.8,0.509,0.493,4.4,5.4,0.827,1.7,5.5,7.2,4.5,1.1,0.7,2.3,3.1,21.4,
35.0,Malcolm Brogdon,https://www.basketball-reference.com/players/b/brogdma01.html,2021,28.0,IND,PG,56.0,56.0,34.5,7.9,17.5,0.453,2.6,6.7,0.388,5.3,10.8,0.493,0.527,2.7,3.2,0.864,1.0,4.2,5.3,5.9,0.9,0.3,2.1,2.0,21.2,
36.0,Jamal Murray,https://www.basketball-reference.com/players/m/murraja01.html,2021,23.0,DEN,PG,48.0,48.0,35.5,7.9,16.5,0.477,2.7,6.6,0.408,5.2,9.9,0.523,0.559,2.8,3.2,0.869,0.8,3.3,4.0,4.8,1.3,0.3,2.3,2.0,21.2,
37.0,Christian Wood,https://www.basketball-reference.com/players/w/woodch01.html,2021,25.0,HOU,C,41.0,41.0,32.3,8.0,15.6,0.514,1.9,5.0,0.374,6.1,10.6,0.581,0.574,3.0,4.8,0.631,1.9,7.8,9.6,1.7,0.8,1.2,2.0,2.1,21.0,
38.0,John Wall,https://www.basketball-reference.com/players/w/walljo01.html,2021,30.0,HOU,PG,40.0,40.0,32.2,7.3,18.2,0.404,2.0,6.2,0.317,5.4,11.9,0.449,0.458,4.0,5.3,0.749,0.4,2.8,3.2,6.9,1.1,0.8,3.5,1.2,20.6,
39.0,Khris Middleton,https://www.basketball-reference.com/players/m/middlkh01.html,2021,29.0,MIL,SF,68.0,68.0,33.4,7.5,15.8,0.476,2.2,5.4,0.414,5.3,10.4,0.508,0.546,3.1,3.5,0.898,0.8,5.2,6.0,5.4,1.1,0.1,2.6,2.4,20.4,
40.0,Terry Rozier,https://www.basketball-reference.com/players/r/roziete01.html,2021,26.0,CHO,SG,69.0,69.0,34.5,7.4,16.4,0.45,3.2,8.3,0.389,4.2,8.2,0.512,0.548,2.4,2.9,0.817,0.7,3.7,4.4,4.2,1.3,0.4,1.9,1.7,20.4,
41.0,Domantas Sabonis,https://www.basketball-reference.com/players/s/sabondo01.html,2021,24.0,IND,PF,62.0,62.0,36.0,7.8,14.6,0.535,0.8,2.6,0.321,7.0,12.0,0.582,0.564,3.9,5.3,0.732,2.4,9.5,12.0,6.7,1.2,0.5,3.4,3.3,20.3,AS
42.0,Caris LeVert,https://www.basketball-reference.com/players/l/leverca01.html,2021,26.0,2TM,SG,47.0,39.0,31.6,7.6,17.3,0.441,1.8,5.5,0.326,5.9,11.8,0.495,0.493,3.1,3.8,0.811,0.7,3.9,4.6,5.2,1.4,0.6,2.2,2.2,20.2,
42.0,Caris LeVert,https://www.basketball-reference.com/players/l/leverca01.html,2021,26.0,BRK,SG,12.0,4.0,27.8,7.3,16.7,0.435,1.8,5.3,0.349,5.4,11.4,0.474,0.49,2.2,2.8,0.765,0.8,3.5,4.3,6.0,1.1,0.5,2.2,1.7,18.5,
42.0,Caris LeVert,https://www.basketball-reference.com/players/l/leverca01.html,2021,26.0,IND,SG,35.0,35.0,32.9,7.8,17.5,0.443,1.8,5.6,0.318,6.0,12.0,0.501,0.493,3.4,4.2,0.822,0.7,4.0,4.6,4.9,1.5,0.7,2.2,2.4,20.7,
43.0,Kristaps Porziņģis,https://www.basketball-reference.com/players/p/porzikr01.html,2021,25.0,DAL,C,43.0,43.0,30.9,7.6,15.9,0.476,2.3,6.0,0.376,5.3,9.9,0.536,0.547,2.7,3.2,0.855,1.9,7.0,8.9,1.6,0.5,1.3,1.2,2.7,20.1,
44.0,Victor Oladipo,https://www.basketball-reference.com/players/o/oladivi01.html,2021,28.0,3TM,SG,33.0,33.0,32.7,7.1,17.5,0.408,2.4,7.2,0.326,4.8,10.2,0.466,0.476,3.2,4.2,0.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8,
44.0,Victor Oladipo,https://www.basketball-reference.com/players/o/oladivi01.html,2021,28.0,IND,SG,9.0,9.0,33.3,7.1,16.9,0.421,2.8,7.7,0.362,4.3,9.2,0.47,0.503,3.0,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0,
44.0,Victor Oladipo,https://www.basketball-reference.com/players/o/oladivi01.html,2021,28.0,HOU,SG,20.0,20.0,33.5,7.8,19.1,0.407,2.5,7.7,0.32,5.3,11.4,0.465,0.471,3.3,4.2,0.783,0.4,4.4,4.8,5.0,1.2,0.5,2.6,2.3,21.2,
44.0,Victor Oladipo,https://www.basketball-reference.com/players/o/oladivi01.html,2021,28.0,MIA,SG,4.0,4.0,27.8,4.0,10.8,0.372,1.0,4.3,0.235,3.0,6.5,0.462,0.419,3.0,4.5,0.667,0.8,2.8,3.5,3.5,1.8,0.5,3.5,3.3,12.0,
45.0,Malik Beasley,https://www.basketball-reference.com/players/b/beaslma01.html,2021,24.0,MIN,SG,37.0,36.0,32.8,7.1,16.2,0.44,3.5,8.7,0.399,3.7,7.5,0.487,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6,
46.0,Gordon Hayward,https://www.basketball-reference.com/players/h/haywago01.html,2021,30.0,CHO,SF,44.0,44.0,34.0,7.1,15.0,0.473,1.9,4.7,0.415,5.1,10.3,0.499,0.537,3.5,4.2,0.843,0.8,5.0,5.9,4.1,1.2,0.3,2.1,1.7,19.6,
47.0,Fred VanVleet,https://www.basketball-reference.com/players/v/vanvlfr01.html,2021,26.0,TOR,SG,52.0,52.0,36.5,6.5,16.7,0.389,3.3,9.2,0.366,3.2,7.6,0.416,0.489,3.3,3.7,0.885,0.6,3.6,4.2,6.3,1.7,0.7,1.8,2.3,19.6,
48.0,Tobias Harris,https://www.basketball-reference.com/players/h/harrito02.html,2021,28.0,PHI,PF,62.0,62.0,32.5,7.6,14.9,0.512,1.3,3.4,0.394,6.3,11.5,0.546,0.556,2.9,3.3,0.892,1.0,5.8,6.8,3.5,0.9,0.8,1.7,1.9,19.5,
49.0,Anthony Edwards,https://www.basketball-reference.com/players/e/edwaran01.html,2021,19.0,MIN,SG,72.0,55.0,32.1,7.0,16.8,0.417,2.4,7.2,0.329,4.6,9.6,0.483,0.488,2.9,3.8,0.776,0.8,3.8,4.7,2.9,1.1,0.5,2.2,1.8,19.3,ROY-2
50.0,Kemba Walker,https://www.basketball-reference.com/players/w/walkeke02.html,2021,30.0,BOS,PG,43.0,43.0,31.8,6.6,15.7,0.42,3.0,8.2,0.36,3.7,7.5,0.486,0.514,3.1,3.5,0.899,0.4,3.6,4.0,4.9,1.1,0.3,2.0,1.4,19.3,
51.0,Ja Morant,https://www.basketball-reference.com/players/m/moranja01.html,2021,21.0,MEM,PG,63.0,63.0,32.6,6.8,15.2,0.449,1.2,3.8,0.303,5.7,11.4,0.499,0.487,4.3,5.9,0.728,0.9,3.1,4.0,7.4,0.9,0.2,3.2,1.4,19.1,
52.0,Michael Porter Jr.,https://www.basketball-reference.com/players/p/portemi01.html,2021,22.0,DEN,SF,61.0,54.0,31.3,7.3,13.4,0.542,2.8,6.3,0.445,4.5,7.1,0.628,0.646,1.7,2.2,0.791,1.5,5.8,7.3,1.1,0.7,0.9,1.3,2.1,19.0,
53.0,D'Angelo Russell,https://www.basketball-reference.com/players/r/russeda01.html,2021,24.0,MIN,PG,42.0,26.0,28.5,6.7,15.5,0.431,2.9,7.4,0.387,3.8,8.1,0.471,0.523,2.7,3.5,0.765,0.4,2.3,2.6,5.8,1.1,0.4,2.7,1.6,19.0,
54.0,Bam Adebayo,https://www.basketball-reference.com/players/a/adebaba01.html,2021,23.0,MIA,C,64.0,64.0,33.5,7.1,12.5,0.57,0.0,0.1,0.25,7.1,12.4,0.573,0.571,4.4,5.5,0.799,2.2,6.7,9.0,5.4,1.2,1.0,2.6,2.3,18.7,"DPOY-4,DEF2"
55.0,Norman Powell,https://www.basketball-reference.com/players/p/powelno01.html,2021,27.0,2TM,SG,69.0,58.0,32.0,6.3,13.3,0.477,2.5,6.0,0.411,3.9,7.3,0.532,0.57,3.4,3.9,0.871,0.6,2.5,3.1,1.9,1.2,0.3,1.7,2.3,18.6,
55.0,Norman Powell,https://www.basketball-reference.com/players/p/powelno01.html,2021,27.0,TOR,SG,42.0,31.0,30.4,6.7,13.5,0.498,2.8,6.4,0.439,3.9,7.1,0.552,0.602,3.4,3.9,0.865,0.5,2.5,3.0,1.8,1.1,0.2,1.8,2.3,19.6,
55.0,Norman Powell,https://www.basketball-reference.com/players/p/powelno01.html,2021,27.0,POR,SF,27.0,27.0,34.4,5.8,13.0,0.443,2.0,5.4,0.361,3.8,7.6,0.502,0.518,3.5,4.0,0.88,0.9,2.4,3.3,1.9,1.3,0.4,1.6,2.3,17.0,
56.0,Andrew Wiggins,https://www.basketball-reference.com/players/w/wiggian01.html,2021,25.0,GSW,PF,71.0,71.0,33.3,7.1,14.9,0.477,2.0,5.2,0.38,5.1,9.7,0.529,0.543,2.4,3.4,0.714,1.2,3.7,4.9,2.4,0.9,1.0,1.8,2.2,18.6,
57.0,Jordan Clarkson,https://www.basketball-reference.com/players/c/clarkjo01.html,2021,28.0,UTA,SG,68.0,1.0,26.7,6.7,15.8,0.425,3.1,8.8,0.347,3.7,7.0,0.523,0.522,1.9,2.1,0.896,0.7,3.3,4.0,2.5,0.9,0.1,1.7,1.6,18.4,6MOY-1
58.0,Eric Gordon,https://www.basketball-reference.com/players/g/gordoer01.html,2021,32.0,HOU,SG,27.0,13.0,29.2,5.9,13.6,0.433,2.6,7.8,0.329,3.3,5.8,0.573,0.527,3.5,4.2,0.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8,
59.0,Jrue Holiday,https://www.basketball-reference.com/players/h/holidjr01.html,2021,30.0,MIL,PG,59.0,56.0,32.3,7.0,13.9,0.503,1.9,4.8,0.392,5.1,9.2,0.561,0.57,1.8,2.3,0.787,1.2,3.3,4.5,6.1,1.6,0.6,2.2,1.7,17.7,"DPOY-8,DEF1"
60.0,RJ Barrett,https://www.basketball-reference.com/players/b/barrerj01.html,2021,20.0,NYK,SG,72.0,72.0,34.9,6.5,14.7,0.441,1.7,4.3,0.401,4.8,10.4,0.457,0.499,2.9,3.8,0.746,0.9,4.8,5.8,3.0,0.7,0.3,1.9,2.6,17.6,
61.0,John Collins,https://www.basketball-reference.com/players/c/collijo01.html,2021,23.0,ATL,PF,63.0,63.0,29.3,6.8,12.2,0.556,1.3,3.3,0.399,5.5,8.9,0.615,0.61,2.7,3.2,0.833,1.9,5.5,7.4,1.2,0.5,1.0,1.3,3.1,17.6,
62.0,Darius Garland,https://www.basketball-reference.com/players/g/garlada01.html,2021,21.0,CLE,PG,54.0,50.0,33.1,6.7,14.9,0.451,1.9,4.9,0.395,4.8,9.9,0.479,0.517,2.1,2.4,0.848,0.4,2.0,2.4,6.1,1.2,0.1,3.0,2.0,17.4,
63.0,Dillon Brooks,https://www.basketball-reference.com/players/b/brookdi01.html,2021,25.0,MEM,SF,67.0,67.0,29.8,6.4,15.4,0.419,1.9,5.6,0.344,4.5,9.8,0.461,0.481,2.4,2.9,0.815,0.8,2.1,2.9,2.3,1.2,0.4,1.8,3.5,17.2,
64.0,Kyle Lowry,https://www.basketball-reference.com/players/l/lowryky01.html,2021,34.0,TOR,PG,46.0,46.0,34.8,5.7,13.0,0.436,2.8,7.2,0.396,2.8,5.8,0.487,0.546,3.0,3.5,0.875,0.8,4.6,5.4,7.3,1.0,0.3,2.7,3.1,17.2,
65.0,Evan Fournier,https://www.basketball-reference.com/players/f/fournev01.html,2021,28.0,2TM,SF,42.0,36.0,30.0,5.9,12.9,0.457,2.8,6.7,0.413,3.1,6.1,0.504,0.565,2.6,3.3,0.788,0.2,2.8,3.0,3.4,1.1,0.5,1.7,2.3,17.1,
65.0,Evan Fournier,https://www.basketball-reference.com/players/f/fournev01.html,2021,28.0,ORL,SF,26.0,26.0,30.3,6.5,14.2,0.461,2.8,7.2,0.388,3.7,7.0,0.536,0.56,3.8,4.7,0.797,0.2,2.7,2.9,3.7,1.0,0.3,2.1,2.1,19.7,
65.0,Evan Fournier,https://www.basketball-reference.com/players/f/fournev01.html,2021,28.0,BOS,SF,16.0,10.0,29.5,4.8,10.8,0.448,2.8,5.9,0.463,2.1,4.8,0.429,0.576,0.6,0.9,0.714,0.3,3.0,3.3,3.1,1.3,0.6,1.2,2.6,13.0,
66.0,Jonas Valančiūnas,https://www.basketball-reference.com/players/v/valanjo01.html,2021,28.0,MEM,C,62.0,61.0,28.3,7.1,12.0,0.592,0.3,0.9,0.368,6.8,11.1,0.611,0.606,2.5,3.3,0.773,4.1,8.4,12.5,1.8,0.6,0.9,1.6,2.9,17.1,
67.0,Bojan Bogdanović,https://www.basketball-reference.com/players/b/bogdabo02.html,2021,31.0,UTA,SF,72.0,72.0,30.8,5.6,12.8,0.439,2.5,6.4,0.39,3.1,6.4,0.487,0.536,3.2,3.7,0.879,0.6,3.3,3.9,1.9,0.6,0.1,1.8,1.6,17.0,
68.0,Tim Hardaway Jr.,https://www.basketball-reference.com/players/h/hardati02.html,2021,28.0,DAL,SG,70.0,31.0,28.4,5.8,13.0,0.447,3.0,7.6,0.391,2.9,5.5,0.524,0.56,2.0,2.5,0.816,0.3,3.0,3.3,1.8,0.4,0.2,0.9,1.6,16.6,6MOY-5
69.0,Buddy Hield,https://www.basketball-reference.com/players/h/hieldbu01.html,2021,28.0,SAC,SG,71.0,71.0,34.3,5.7,14.0,0.406,4.0,10.2,0.391,1.7,3.8,0.446,0.548,1.2,1.5,0.846,0.4,4.3,4.7,3.6,0.9,0.4,1.8,2.5,16.6,
70.0,Kevin Porter Jr.,https://www.basketball-reference.com/players/p/porteke02.html,2021,20.0,HOU,SG,26.0,23.0,32.1,6.0,14.1,0.425,1.9,6.2,0.311,4.1,7.9,0.515,0.493,2.7,3.6,0.734,0.8,3.0,3.8,6.3,0.7,0.3,3.5,2.3,16.6,
71.0,Bogdan Bogdanović,https://www.basketball-reference.com/players/b/bogdabo01.html,2021,28.0,ATL,SG,44.0,27.0,29.7,6.1,12.8,0.473,3.3,7.6,0.438,2.8,5.3,0.522,0.602,0.9,1.0,0.909,0.5,3.2,3.6,3.3,1.1,0.3,1.2,2.3,16.4,
72.0,Chris Paul,https://www.basketball-reference.com/players/p/paulch01.html,2021,35.0,PHO,PG,70.0,70.0,31.4,6.3,12.6,0.499,1.5,3.7,0.395,4.8,8.9,0.543,0.557,2.4,2.6,0.934,0.4,4.1,4.5,8.9,1.4,0.3,2.2,2.4,16.4,"MVP-5,AS,NBA2"
73.0,Khyri Thomas,https://www.basketball-reference.com/players/t/thomakh01.html,2021,24.0,HOU,SG,5.0,2.0,30.6,6.4,13.2,0.485,1.8,5.4,0.333,4.6,7.8,0.59,0.553,1.8,1.8,1.0,1.4,2.2,3.6,5.0,1.8,1.2,1.2,1.6,16.4,
74.0,Mike Conley,https://www.basketball-reference.com/players/c/conlemi01.html,2021,33.0,UTA,PG,51.0,51.0,29.4,5.6,12.5,0.444,2.7,6.6,0.412,2.9,6.0,0.479,0.552,2.4,2.8,0.852,0.7,2.8,3.5,6.0,1.4,0.2,1.9,1.9,16.2,AS
75.0,Harrison Barnes,https://www.basketball-reference.com/players/b/barneha02.html,2021,28.0,SAC,PF,58.0,58.0,36.2,5.5,11.1,0.497,1.7,4.4,0.391,3.8,6.7,0.567,0.575,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1,
